Name,City,State,Category,Population
"Wyomissing, Pennsylvania",Wyomissing, Pennsylvania,city,10454
"Carlisle, Pennsylvania",Carlisle, Pennsylvania,city,19259
"Dunmore, Pennsylvania",Dunmore, Pennsylvania,city,13069
"Mechanicsburg, Pennsylvania",Mechanicsburg, Pennsylvania,city,9016
"Altoona, Pennsylvania",Altoona, Pennsylvania,city,76096
"Northampton, Pennsylvania",Northampton, Pennsylvania,city,9888
"Tyrone, Pennsylvania",Tyrone, Pennsylvania,city,7294
"Corry, Pennsylvania",Corry, Pennsylvania,city,6313
"Archbald, Pennsylvania",Archbald, Pennsylvania,city,6954
"Moosic, Pennsylvania",Moosic, Pennsylvania,city,5742
"Bristol, Pennsylvania",Bristol, Pennsylvania,city,9631
"Ashland, Pennsylvania",Ashland, Pennsylvania,city,7487
"Warren, Pennsylvania",Warren, Pennsylvania,city,14550
"Quarryville, Pennsylvania",Quarryville, Pennsylvania,city,7761
"Jefferson Hills, Pennsylvania",Jefferson Hills, Pennsylvania,city,11226
"Duquesne, Pennsylvania",Duquesne, Pennsylvania,city,5547
"Jeannette, Pennsylvania",Jeannette, Pennsylvania,city,9190
"Norwood, Pennsylvania",Norwood, Pennsylvania,city,5895
"Lansdowne, Pennsylvania",Lansdowne, Pennsylvania,city,10646
"Birdsboro, Pennsylvania",Birdsboro, Pennsylvania,city,5167
"Steelton, Pennsylvania",Steelton, Pennsylvania,city,5949
"New Castle, Pennsylvania",New Castle, Pennsylvania,city,39742
"McKees Rocks, Pennsylvania",McKees Rocks, Pennsylvania,city,5950
"Glenolden, Pennsylvania",Glenolden, Pennsylvania,city,7161
"Indiana, Pennsylvania",Indiana, Pennsylvania,city,27105
"Columbia, Pennsylvania",Columbia, Pennsylvania,city,10432
"Easton, Pennsylvania",Easton, Pennsylvania,city,27109
"Plum, Pennsylvania",Plum, Pennsylvania,city,27258
"Pottstown, Pennsylvania",Pottstown, Pennsylvania,city,109437
"Baldwin, Pennsylvania",Baldwin, Pennsylvania,city,19610
"York, Pennsylvania",York, Pennsylvania,city,234245
"Lewistown, Pennsylvania",Lewistown, Pennsylvania,city,21827
"Lebanon, Pennsylvania",Lebanon, Pennsylvania,city,77973
"Media, Pennsylvania",Media, Pennsylvania,city,5362
"Aliquippa, Pennsylvania",Aliquippa, Pennsylvania,city,9006
"Chambersburg, Pennsylvania",Chambersburg, Pennsylvania,city,52418
"Catasauqua, Pennsylvania",Catasauqua, Pennsylvania,city,6596
"New Kensington, Pennsylvania",New Kensington, Pennsylvania,city,12466
"Wilkinsburg, Pennsylvania",Wilkinsburg, Pennsylvania,city,15554
"Williamsport, Pennsylvania",Williamsport, Pennsylvania,city,54389
"Bellefonte, Pennsylvania",Bellefonte, Pennsylvania,city,13138
"Hermitage, Pennsylvania",Hermitage, Pennsylvania,city,15635
"Erie, Pennsylvania",Erie, Pennsylvania,city,188079
"Shippensburg, Pennsylvania",Shippensburg, Pennsylvania,city,17265
"Philadelphia, Pennsylvania",Philadelphia, Pennsylvania,city,5637884
"Swissvale, Pennsylvania",Swissvale, Pennsylvania,city,8746
"Ridley Park, Pennsylvania",Ridley Park, Pennsylvania,city,7040
"Tamaqua, Pennsylvania",Tamaqua, Pennsylvania,city,14429
"New Brighton, Pennsylvania",New Brighton, Pennsylvania,city,5785
"Ephrata, Pennsylvania",Ephrata, Pennsylvania,city,13885
"Dover, Pennsylvania",Dover, Pennsylvania,city,1991
"Lehighton, Pennsylvania",Lehighton, Pennsylvania,city,5304
"Lititz, Pennsylvania",Lititz, Pennsylvania,city,9415
"Hazleton, Pennsylvania",Hazleton, Pennsylvania,city,55444
"Castle Shannon, Pennsylvania",Castle Shannon, Pennsylvania,city,8173
"Palmerton, Pennsylvania",Palmerton, Pennsylvania,city,5306
"Latrobe, Pennsylvania",Latrobe, Pennsylvania,city,7949
"Clairton, Pennsylvania",Clairton, Pennsylvania,city,6611
"Orwigsburg, Pennsylvania",Orwigsburg, Pennsylvania,city,5416
"Greensburg, Pennsylvania",Greensburg, Pennsylvania,city,14299
"Brentwood, Pennsylvania",Brentwood, Pennsylvania,city,9398
"Monroeville, Pennsylvania",Monroeville, Pennsylvania,city,27716
"Turtle Creek, Pennsylvania",Turtle Creek, Pennsylvania,city,5211
"Coatesville, Pennsylvania",Coatesville, Pennsylvania,city,13123
"Middletown, Pennsylvania",Middletown, Pennsylvania,city,9270
"Carbondale, Pennsylvania",Carbondale, Pennsylvania,city,8447
"Lancaster, Pennsylvania",Lancaster, Pennsylvania,city,404525
"Johnstown, Pennsylvania",Johnstown, Pennsylvania,city,64615
"Plymouth, Pennsylvania",Plymouth, Pennsylvania,city,5809
"Sharon Hill, Pennsylvania",Sharon Hill, Pennsylvania,city,5704
"Dormont, Pennsylvania",Dormont, Pennsylvania,city,8377
"Blakely, Pennsylvania",Blakely, Pennsylvania,city,6245
"Meadville, Pennsylvania",Meadville, Pennsylvania,city,23148
"Pottsville, Pennsylvania",Pottsville, Pennsylvania,city,41138
"Perkasie, Pennsylvania",Perkasie, Pennsylvania,city,8555
"New Holland, Pennsylvania",New Holland, Pennsylvania,city,5492
"Bloomsburg, Pennsylvania",Bloomsburg, Pennsylvania,city,51356
"Scranton, Pennsylvania",Scranton, Pennsylvania,city,389022
"Hanover, Pennsylvania",Hanover, Pennsylvania,city,67679
"Carnegie, Pennsylvania",Carnegie, Pennsylvania,city,7898
"Edinboro, Pennsylvania",Edinboro, Pennsylvania,city,6729
"Uniontown, Pennsylvania",Uniontown, Pennsylvania,city,48657
"Reading, Pennsylvania",Reading, Pennsylvania,city,267300
"Du Bois, Pennsylvania",Du Bois, Pennsylvania,city,11378
"Selinsgrove, Pennsylvania",Selinsgrove, Pennsylvania,city,5922
"Sunbury, Pennsylvania",Sunbury, Pennsylvania,city,28389
"Old Forge, Pennsylvania",Old Forge, Pennsylvania,city,7937
"Collegeville, Pennsylvania",Collegeville, Pennsylvania,city,5130
"Somerset, Pennsylvania",Somerset, Pennsylvania,city,11918
"Conshohocken, Pennsylvania",Conshohocken, Pennsylvania,city,8053
"New Cumberland, Pennsylvania",New Cumberland, Pennsylvania,city,7318
"Huntingdon, Pennsylvania",Huntingdon, Pennsylvania,city,11177
"Bethel Park, Pennsylvania",Bethel Park, Pennsylvania,city,32404
"Doylestown, Pennsylvania",Doylestown, Pennsylvania,city,8315
"Prospect Park, Pennsylvania",Prospect Park, Pennsylvania,city,6491
"Whitehall, Pennsylvania",Whitehall, Pennsylvania,city,13733
"Kutztown, Pennsylvania",Kutztown, Pennsylvania,city,10095
"Phoenixville, Pennsylvania",Phoenixville, Pennsylvania,city,16943
"Slippery Rock, Pennsylvania",Slippery Rock, Pennsylvania,city,6578
"West Mifflin, Pennsylvania",West Mifflin, Pennsylvania,city,19839
"California, Pennsylvania",California, Pennsylvania,city,6364
"Palmyra, Pennsylvania",Palmyra, Pennsylvania,city,7527
"Emmaus, Pennsylvania",Emmaus, Pennsylvania,city,11454
"South Williamsport, Pennsylvania",South Williamsport, Pennsylvania,city,6142
"Pleasant Hills, Pennsylvania",Pleasant Hills, Pennsylvania,city,8132
"Monessen, Pennsylvania",Monessen, Pennsylvania,city,62833
"Philipsburg, Pennsylvania",Philipsburg, Pennsylvania,city,9877
"Norristown, Pennsylvania",Norristown, Pennsylvania,city,34510
"Pittsburgh, Pennsylvania",Pittsburgh, Pennsylvania,city,1715297
"Ambridge, Pennsylvania",Ambridge, Pennsylvania,city,6724
"Taylor, Pennsylvania",Taylor, Pennsylvania,city,5934
"Elizabethtown, Pennsylvania",Elizabethtown, Pennsylvania,city,11586
"Franklin, Pennsylvania",Franklin, Pennsylvania,city,8984
"Lower Burrell, Pennsylvania",Lower Burrell, Pennsylvania,city,11228
"Lock Haven, Pennsylvania",Lock Haven, Pennsylvania,city,16855
"Yeadon, Pennsylvania",Yeadon, Pennsylvania,city,11505
"Darby, Pennsylvania",Darby, Pennsylvania,city,10700
"Waynesboro, Pennsylvania",Waynesboro, Pennsylvania,city,26672
"Crafton, Pennsylvania",Crafton, Pennsylvania,city,5803
"Honesdale, Pennsylvania",Honesdale, Pennsylvania,city,5536
"Fox Chapel, Pennsylvania",Fox Chapel, Pennsylvania,city,5309
"Hollidaysburg, Pennsylvania",Hollidaysburg, Pennsylvania,city,5767
"Allentown, Pennsylvania",Allentown, Pennsylvania,city,682899
"Forest Hills, Pennsylvania",Forest Hills, Pennsylvania,city,6354
"Kennett Square, Pennsylvania",Kennett Square, Pennsylvania,city,6174
"Blairsville, Pennsylvania",Blairsville, Pennsylvania,city,6759
"West View, Pennsylvania",West View, Pennsylvania,city,6602
"Sharon, Pennsylvania",Sharon, Pennsylvania,city,13259
"Beaver Falls, Pennsylvania",Beaver Falls, Pennsylvania,city,8483
"Punxsutawney, Pennsylvania",Punxsutawney, Pennsylvania,city,6207
"Hellertown, Pennsylvania",Hellertown, Pennsylvania,city,5847
"Littlestown, Pennsylvania",Littlestown, Pennsylvania,city,6369
"Dickson City, Pennsylvania",Dickson City, Pennsylvania,city,5799
"Northern Cambria, Pennsylvania",Northern Cambria, Pennsylvania,city,6109
"Clifton Heights, Pennsylvania",Clifton Heights, Pennsylvania,city,6702
"Wilson, Pennsylvania",Wilson, Pennsylvania,city,7819
"Muncy, Pennsylvania",Muncy, Pennsylvania,city,9299
"Franklin Park, Pennsylvania",Franklin Park, Pennsylvania,city,14552
"Jersey Shore, Pennsylvania",Jersey Shore, Pennsylvania,city,9222
"Stewartstown, Pennsylvania",Stewartstown, Pennsylvania,city,5142
"Shenandoah, Pennsylvania",Shenandoah, Pennsylvania,city,18043
"Jim Thorpe, Pennsylvania",Jim Thorpe, Pennsylvania,city,5421
"Bangor, Pennsylvania",Bangor, Pennsylvania,city,5227
"Clearfield, Pennsylvania",Clearfield, Pennsylvania,city,10373
"Mount Joy, Pennsylvania",Mount Joy, Pennsylvania,city,8215
"Souderton, Pennsylvania",Souderton, Pennsylvania,city,7008
"Monaca, Pennsylvania",Monaca, Pennsylvania,city,5522
"East Stroudsburg, Pennsylvania",East Stroudsburg, Pennsylvania,city,56771
"Portage, Pennsylvania",Portage, Pennsylvania,city,6717
"Bethlehem, Pennsylvania",Bethlehem, Pennsylvania,city,75707
"Coraopolis, Pennsylvania",Coraopolis, Pennsylvania,city,5530
"Oxford, Pennsylvania",Oxford, Pennsylvania,city,5574
"Pittston, Pennsylvania",Pittston, Pennsylvania,city,7694
"Saint Marys, Pennsylvania",Saint Marys, Pennsylvania,city,9071
"Brookhaven, Pennsylvania",Brookhaven, Pennsylvania,city,8039
"Bellevue, Pennsylvania",Bellevue, Pennsylvania,city,8159
"Collingdale, Pennsylvania",Collingdale, Pennsylvania,city,8791
"Bridgeville, Pennsylvania",Bridgeville, Pennsylvania,city,5023
"Schuylkill Haven, Pennsylvania",Schuylkill Haven, Pennsylvania,city,5155
"Mount Pocono, Pennsylvania",Mount Pocono, Pennsylvania,city,23545
"Berwick, Pennsylvania",Berwick, Pennsylvania,city,10086
"Wilkes-Barre, Pennsylvania",Wilkes-Barre, Pennsylvania,city,40806
"Milton, Pennsylvania",Milton, Pennsylvania,city,29953
"McKeesport, Pennsylvania",McKeesport, Pennsylvania,city,19245
"Oakmont, Pennsylvania",Oakmont, Pennsylvania,city,6445
"New Freedom, Pennsylvania",New Freedom, Pennsylvania,city,14882
"Morrisville, Pennsylvania",Morrisville, Pennsylvania,city,8578
"Chester, Pennsylvania",Chester, Pennsylvania,city,34077
"Ellwood City, Pennsylvania",Ellwood City, Pennsylvania,city,12315
"Greenville, Pennsylvania",Greenville, Pennsylvania,city,10061
"Ambler, Pennsylvania",Ambler, Pennsylvania,city,6521
"Bradford, Pennsylvania",Bradford, Pennsylvania,city,11442
"Gettysburg, Pennsylvania",Gettysburg, Pennsylvania,city,7633
"Stroudsburg, Pennsylvania",Stroudsburg, Pennsylvania,city,5511
"Roaring Spring, Pennsylvania",Roaring Spring, Pennsylvania,city,6842
"Shillington, Pennsylvania",Shillington, Pennsylvania,city,5288
"Oil City, Pennsylvania",Oil City, Pennsylvania,city,14290
"Lewisburg, Pennsylvania",Lewisburg, Pennsylvania,city,5712
"La Quinta, California",La Quinta, California,city,41304
"Saint Helena, California",Saint Helena, California,city,7168
"Pleasant Hill, California",Pleasant Hill, California,city,34987
"Pomona, California",Pomona, California,city,152939
"Oakdale, California",Oakdale, California,city,23150
"Upland, California",Upland, California,city,76999
"Riverbank, California",Riverbank, California,city,24740
"Brea, California",Brea, California,city,42777
"San Jacinto, California",San Jacinto, California,city,48254
"Redding, California",Redding, California,city,120270
"Exeter, California",Exeter, California,city,10553
"Hercules, California",Hercules, California,city,25545
"Moorpark, California",Moorpark, California,city,36802
"Windsor, California",Windsor, California,city,27548
"El Monte, California",El Monte, California,city,116109
"Calistoga, California",Calistoga, California,city,5273
"Sebastopol, California",Sebastopol, California,city,7666
"Clearlake, California",Clearlake, California,city,15751
"Burbank, California",Burbank, California,city,104834
"Rancho Santa Margarita, California",Rancho Santa Margarita, California,city,48793
"Manhattan Beach, California",Manhattan Beach, California,city,35924
"Corning, California",Corning, California,city,8473
"Maywood, California",Maywood, California,city,27586
"La Habra Heights, California",La Habra Heights, California,city,5403
"East Palo Alto, California",East Palo Alto, California,city,29765
"Lakewood, California",Lakewood, California,city,80967
"Irvine, California",Irvine, California,city,277453
"Norco, California",Norco, California,city,26761
"Rocklin, California",Rocklin, California,city,64838
"Salinas, California",Salinas, California,city,193590
"Newark, California",Newark, California,city,47531
"Apple Valley, California",Apple Valley, California,city,73077
"Bell Gardens, California",Bell Gardens, California,city,42747
"Lodi, California",Lodi, California,city,72890
"Foster City, California",Foster City, California,city,34412
"Vallejo, California",Vallejo, California,city,173844
"Indio, California",Indio, California,city,408097
"Tiburon, California",Tiburon, California,city,9165
"Hesperia, California",Hesperia, California,city,94859
"Azusa, California",Azusa, California,city,49864
"Big Bear Lake, California",Big Bear Lake, California,city,5262
"Emeryville, California",Emeryville, California,city,11758
"Hollister, California",Hollister, California,city,46183
"Buellton, California",Buellton, California,city,5135
"Waterford, California",Waterford, California,city,9632
"Cathedral City, California",Cathedral City, California,city,54596
"Buena Park, California",Buena Park, California,city,83015
"Downey, California",Downey, California,city,113092
"Williams, California",Williams, California,city,5410
"El Segundo, California",El Segundo, California,city,16853
"Los Altos, California",Los Altos, California,city,30743
"Bakersfield, California",Bakersfield, California,city,574362
"San Bernardino, California",San Bernardino, California,city,216995
"Encinitas, California",Encinitas, California,city,63184
"Loomis, California",Loomis, California,city,6809
"Santa Fe Springs, California",Santa Fe Springs, California,city,17980
"Paradise, California",Paradise, California,city,35337
"American Canyon, California",American Canyon, California,city,20247
"Palm Desert, California",Palm Desert, California,city,52932
"Whittier, California",Whittier, California,city,86838
"Duarte, California",Duarte, California,city,21757
"Sanger, California",Sanger, California,city,27582
"Chula Vista, California",Chula Vista, California,city,270471
"Mammoth Lakes, California",Mammoth Lakes, California,city,7598
"Jackson, California",Jackson, California,city,7394
"Adelanto, California",Adelanto, California,city,34066
"Twentynine Palms, California",Twentynine Palms, California,city,13664
"Cupertino, California",Cupertino, California,city,60777
"Palm Springs, California",Palm Springs, California,city,48142
"Ukiah, California",Ukiah, California,city,29637
"Fullerton, California",Fullerton, California,city,140392
"Lompoc, California",Lompoc, California,city,52856
"Victorville, California",Victorville, California,city,346948
"Crescent City, California",Crescent City, California,city,15886
"Anaheim, California",Anaheim, California,city,352497
"Coronado, California",Coronado, California,city,24417
"Wasco, California",Wasco, California,city,26935
"Fillmore, California",Fillmore, California,city,15895
"Delano, California",Delano, California,city,54471
"Campbell, California",Campbell, California,city,41544
"Lynwood, California",Lynwood, California,city,71099
"Temecula, California",Temecula, California,city,114327
"Los Gatos, California",Los Gatos, California,city,30724
"Mendota, California",Mendota, California,city,11642
"Newman, California",Newman, California,city,11360
"San Anselmo, California",San Anselmo, California,city,12580
"Kerman, California",Kerman, California,city,14869
"Laguna Woods, California",Laguna Woods, California,city,16200
"Menlo Park, California",Menlo Park, California,city,34357
"Corona, California",Corona, California,city,167836
"Walnut Creek, California",Walnut Creek, California,city,69773
"Fresno, California",Fresno, California,city,698021
"Pasadena, California",Pasadena, California,city,142647
"San Marcos, California",San Marcos, California,city,96198
